file,xmin,ymin,xmax,ymax
000071.txt,0.69629,0.68848,0.057291999999999996,0.057291999999999996
000071.txt,0.57129,0.75,0.057291999999999996,0.057291999999999996
000071.txt,0.2373,0.12598,0.057291999999999996,0.057291999999999996
000071.txt,0.38574,0.18457,0.057291999999999996,0.057291999999999996
000071.txt,0.33887,0.27637,0.057291999999999996,0.057291999999999996
000071.txt,0.37401999999999996,0.33105,0.057291999999999996,0.057291999999999996
000071.txt,0.4541,0.34081999999999996,0.057291999999999996,0.057291999999999996
000071.txt,0.52246,0.45801000000000003,0.057291999999999996,0.057291999999999996
000071.txt,0.64941,0.46776999999999996,0.057291999999999996,0.057291999999999996
000071.txt,0.71777,0.52832,0.057291999999999996,0.057291999999999996
000072.txt,0.27831999999999996,0.8466799999999999,0.057291999999999996,0.057291999999999996
000072.txt,0.37988,0.8388700000000001,0.057291999999999996,0.057291999999999996
000072.txt,0.36816,0.8916,0.057291999999999996,0.057291999999999996
000072.txt,0.37793000000000004,0.76855,0.057291999999999996,0.057291999999999996
000072.txt,0.40918000000000004,0.70605,0.057291999999999996,0.057291999999999996
000072.txt,0.54395,0.58691,0.057291999999999996,0.057291999999999996
000072.txt,0.75879,0.6084,0.057291999999999996,0.057291999999999996
000072.txt,0.69824,0.6748,0.057291999999999996,0.057291999999999996
000072.txt,0.58105,0.73438,0.057291999999999996,0.057291999999999996
000072.txt,0.23926,0.1123,0.057291999999999996,0.057291999999999996
000072.txt,0.3877,0.1709,0.057291999999999996,0.057291999999999996
000072.txt,0.34081999999999996,0.2627,0.057291999999999996,0.057291999999999996
000072.txt,0.37598000000000004,0.31738,0.057291999999999996,0.057291999999999996
000072.txt,0.45605,0.32715,0.057291999999999996,0.057291999999999996
000072.txt,0.52441,0.44433999999999996,0.057291999999999996,0.057291999999999996
000072.txt,0.65137,0.4541,0.057291999999999996,0.057291999999999996
000072.txt,0.71973,0.51465,0.057291999999999996,0.057291999999999996
000073.txt,0.32227,0.83496,0.057291999999999996,0.057291999999999996
000073.txt,0.34765999999999997,0.9648399999999999,0.057291999999999996,0.057291999999999996
000073.txt,0.41211000000000003,0.8808600000000001,0.057291999999999996,0.057291999999999996
000073.txt,0.43163999999999997,0.76465,0.057291999999999996,0.057291999999999996
000073.txt,0.45996000000000004,0.69531,0.057291999999999996,0.057291999999999996
000073.txt,0.42871000000000004,0.8300799999999999,0.057291999999999996,0.057291999999999996
000073.txt,0.5918,0.57129,0.057291999999999996,0.057291999999999996
000073.txt,0.54199,0.77441,0.057291999999999996,0.057291999999999996
000073.txt,0.62012,0.7246100000000001,0.057291999999999996,0.057291999999999996
000073.txt,0.67871,0.68457,0.057291999999999996,0.057291999999999996
000073.txt,0.74219,0.66113,0.057291999999999996,0.057291999999999996
000073.txt,0.76758,0.50781,0.057291999999999996,0.057291999999999996
000073.txt,0.69043,0.44727,0.057291999999999996,0.057291999999999996
000073.txt,0.5625,0.44238,0.057291999999999996,0.057291999999999996
000073.txt,0.42188000000000003,0.31055,0.057291999999999996,0.057291999999999996
000073.txt,0.39063000000000003,0.25488,0.057291999999999996,0.057291999999999996
000073.txt,0.37012,0.19336,0.057291999999999996,0.057291999999999996
000073.txt,0.34863,0.15918,0.057291999999999996,0.057291999999999996
000073.txt,0.29004,0.09765599999999999,0.057291999999999996,0.057291999999999996
000073.txt,0.42871000000000004,0.07421900000000001,0.057291999999999996,0.057291999999999996
000073.txt,0.43555,0.16797,0.057291999999999996,0.057291999999999996
000073.txt,0.48535,0.34081999999999996,0.057291999999999996,0.057291999999999996
000073.txt,0.48241999999999996,0.22851999999999997,0.057291999999999996,0.057291999999999996
000074.txt,0.22754000000000002,0.8720700000000001,0.057291999999999996,0.057291999999999996
000074.txt,0.24120999999999998,0.80957,0.057291999999999996,0.057291999999999996
000074.txt,0.2666,0.68652,0.057291999999999996,0.057291999999999996
000074.txt,0.31738,0.62012,0.057291999999999996,0.057291999999999996
000074.txt,0.18652,0.72754,0.057291999999999996,0.057291999999999996
000074.txt,0.40723000000000004,0.49413999999999997,0.057291999999999996,0.057291999999999996
000074.txt,0.36035,0.48535,0.057291999999999996,0.057291999999999996
000074.txt,0.29004,0.83105,0.057291999999999996,0.057291999999999996
000074.txt,0.34276999999999996,0.39551,0.057291999999999996,0.057291999999999996
000074.txt,0.31348000000000004,0.32715,0.057291999999999996,0.057291999999999996
000074.txt,0.43066000000000004,0.31738,0.057291999999999996,0.057291999999999996
000074.txt,0.43456999999999996,0.19824,0.057291999999999996,0.057291999999999996
000074.txt,0.53223,0.27637,0.057291999999999996,0.057291999999999996
000074.txt,0.5166,0.40723000000000004,0.057291999999999996,0.057291999999999996
000074.txt,0.66113,0.36035,0.057291999999999996,0.057291999999999996
000074.txt,0.71387,0.58887,0.057291999999999996,0.057291999999999996
000074.txt,0.68066,0.56738,0.057291999999999996,0.057291999999999996
000074.txt,0.66309,0.5127,0.057291999999999996,0.057291999999999996
000074.txt,0.55957,0.5498,0.057291999999999996,0.057291999999999996
000075.txt,0.66309,0.14745999999999998,0.057291999999999996,0.057291999999999996
000075.txt,0.53613,0.13574,0.057291999999999996,0.057291999999999996
000075.txt,0.53027,0.19043,0.057291999999999996,0.057291999999999996
000075.txt,0.51855,0.21973,0.057291999999999996,0.057291999999999996
000075.txt,0.53027,0.2666,0.057291999999999996,0.057291999999999996
000075.txt,0.63574,0.25293000000000004,0.057291999999999996,0.057291999999999996
000075.txt,0.44043000000000004,0.41895,0.057291999999999996,0.057291999999999996
000075.txt,0.4541,0.44433999999999996,0.057291999999999996,0.057291999999999996
000075.txt,0.55957,0.47363,0.057291999999999996,0.057291999999999996
000075.txt,0.56152,0.41895,0.057291999999999996,0.057291999999999996
000075.txt,0.53027,0.58203,0.057291999999999996,0.057291999999999996
000075.txt,0.37401999999999996,0.48145,0.057291999999999996,0.057291999999999996
000075.txt,0.36621,0.65723,0.057291999999999996,0.057291999999999996
000075.txt,0.36621,0.68457,0.057291999999999996,0.057291999999999996
000075.txt,0.42871000000000004,0.80176,0.057291999999999996,0.057291999999999996
000075.txt,0.31934,0.77246,0.057291999999999996,0.057291999999999996
000075.txt,0.33301,0.81543,0.057291999999999996,0.057291999999999996
000075.txt,0.27637,0.83496,0.057291999999999996,0.057291999999999996
000075.txt,0.24511999999999998,0.86035,0.057291999999999996,0.057291999999999996
000075.txt,0.23926,0.90723,0.057291999999999996,0.057291999999999996
000075.txt,0.40526999999999996,0.90625,0.057291999999999996,0.057291999999999996
000075.txt,0.4502,0.90723,0.057291999999999996,0.057291999999999996
000075.txt,0.40331999999999996,0.8584,0.057291999999999996,0.057291999999999996
000075.txt,0.57715,0.53125,0.057291999999999996,0.057291999999999996
000075.txt,0.60059,0.40723000000000004,0.057291999999999996,0.057291999999999996
000075.txt,0.45996000000000004,0.31445,0.057291999999999996,0.057291999999999996
000076.txt,0.66113,0.12793,0.057291999999999996,0.057291999999999996
000076.txt,0.53418,0.11621,0.057291999999999996,0.057291999999999996
000076.txt,0.52832,0.1709,0.057291999999999996,0.057291999999999996
000076.txt,0.5166,0.2002,0.057291999999999996,0.057291999999999996
000076.txt,0.52832,0.24706999999999998,0.057291999999999996,0.057291999999999996
000076.txt,0.63379,0.2334,0.057291999999999996,0.057291999999999996
000076.txt,0.43848000000000004,0.39941,0.057291999999999996,0.057291999999999996
000076.txt,0.45215,0.4248,0.057291999999999996,0.057291999999999996
000076.txt,0.55762,0.4541,0.057291999999999996,0.057291999999999996
000076.txt,0.55957,0.39941,0.057291999999999996,0.057291999999999996
000076.txt,0.52832,0.5625,0.057291999999999996,0.057291999999999996
000076.txt,0.37206999999999996,0.46191000000000004,0.057291999999999996,0.057291999999999996
000076.txt,0.36426,0.6377,0.057291999999999996,0.057291999999999996
000076.txt,0.36426,0.66504,0.057291999999999996,0.057291999999999996
000076.txt,0.42676000000000003,0.78223,0.057291999999999996,0.057291999999999996
000076.txt,0.31738,0.75293,0.057291999999999996,0.057291999999999996
000076.txt,0.33105,0.7959,0.057291999999999996,0.057291999999999996
000076.txt,0.27441,0.81543,0.057291999999999996,0.057291999999999996
000076.txt,0.24316,0.8408200000000001,0.057291999999999996,0.057291999999999996
000076.txt,0.2373,0.8877,0.057291999999999996,0.057291999999999996
000076.txt,0.40331999999999996,0.8867200000000001,0.057291999999999996,0.057291999999999996
000076.txt,0.44823999999999997,0.8877,0.057291999999999996,0.057291999999999996
000076.txt,0.40137,0.8388700000000001,0.057291999999999996,0.057291999999999996
000076.txt,0.5752,0.51172,0.057291999999999996,0.057291999999999996
000076.txt,0.59863,0.3877,0.057291999999999996,0.057291999999999996
000076.txt,0.45801000000000003,0.29491999999999996,0.057291999999999996,0.057291999999999996
000077.txt,0.42676000000000003,0.68848,0.057291999999999996,0.057291999999999996
000077.txt,0.45801000000000003,0.6416,0.057291999999999996,0.057291999999999996
000077.txt,0.59082,0.69238,0.057291999999999996,0.057291999999999996
000077.txt,0.5791,0.63184,0.057291999999999996,0.057291999999999996
000077.txt,0.56543,0.58203,0.057291999999999996,0.057291999999999996
000077.txt,0.54785,0.50879,0.057291999999999996,0.057291999999999996
000077.txt,0.63965,0.4707,0.057291999999999996,0.057291999999999996
000077.txt,0.58691,0.5332,0.057291999999999996,0.057291999999999996
000077.txt,0.66504,0.5585899999999999,0.057291999999999996,0.057291999999999996
000077.txt,0.66895,0.6377,0.057291999999999996,0.057291999999999996
000077.txt,0.53613,0.86035,0.057291999999999996,0.057291999999999996
000077.txt,0.46973000000000004,0.37598000000000004,0.057291999999999996,0.057291999999999996
000077.txt,0.67871,0.36816,0.057291999999999996,0.057291999999999996
000077.txt,0.6416,0.31348000000000004,0.057291999999999996,0.057291999999999996
000077.txt,0.66699,0.2666,0.057291999999999996,0.057291999999999996
000077.txt,0.53418,0.20215,0.057291999999999996,0.057291999999999996
000077.txt,0.52832,0.12109,0.057291999999999996,0.057291999999999996
000077.txt,0.56348,0.14648,0.057291999999999996,0.057291999999999996
000078.txt,0.13965,0.56055,0.057291999999999996,0.057291999999999996
000078.txt,0.11815999999999999,0.52246,0.057291999999999996,0.057291999999999996
000078.txt,0.19434,0.52441,0.057291999999999996,0.057291999999999996
000078.txt,0.17676,0.40625,0.057291999999999996,0.057291999999999996
000078.txt,0.33301,0.56738,0.057291999999999996,0.057291999999999996
000078.txt,0.4502,0.44043000000000004,0.057291999999999996,0.057291999999999996
000078.txt,0.62012,0.53027,0.057291999999999996,0.057291999999999996
000078.txt,0.72363,0.61816,0.057291999999999996,0.057291999999999996
000078.txt,0.85254,0.49706999999999996,0.057291999999999996,0.057291999999999996
000078.txt,0.80176,0.50098,0.057291999999999996,0.057291999999999996
000078.txt,0.7002,0.47558999999999996,0.057291999999999996,0.057291999999999996
000078.txt,0.92676,0.48535,0.057291999999999996,0.057291999999999996
000078.txt,0.53418,0.59277,0.057291999999999996,0.057291999999999996
000078.txt,0.49901999999999996,0.50684,0.057291999999999996,0.057291999999999996
000078.txt,0.4541,0.49316000000000004,0.057291999999999996,0.057291999999999996
000078.txt,0.23926,0.43163999999999997,0.057291999999999996,0.057291999999999996
000079.txt,0.58691,0.1748,0.057291999999999996,0.057291999999999996
000079.txt,0.54395,0.24316,0.057291999999999996,0.057291999999999996
000079.txt,0.58301,0.25684,0.057291999999999996,0.057291999999999996
000079.txt,0.62988,0.2959,0.057291999999999996,0.057291999999999996
000079.txt,0.48535,0.46093999999999996,0.057291999999999996,0.057291999999999996
000079.txt,0.50488,0.52832,0.057291999999999996,0.057291999999999996
000079.txt,0.59277,0.56738,0.057291999999999996,0.057291999999999996
000079.txt,0.58691,0.65625,0.057291999999999996,0.057291999999999996
000079.txt,0.57129,0.42871000000000004,0.057291999999999996,0.057291999999999996
000079.txt,0.67676,0.44628999999999996,0.057291999999999996,0.057291999999999996
000079.txt,0.7666,0.49512,0.057291999999999996,0.057291999999999996
000079.txt,0.78613,0.36035,0.057291999999999996,0.057291999999999996
000079.txt,0.78613,0.41503999999999996,0.057291999999999996,0.057291999999999996
000079.txt,0.30956999999999996,0.12012,0.057291999999999996,0.057291999999999996
000079.txt,0.2002,0.16113,0.057291999999999996,0.057291999999999996
000079.txt,0.22363000000000002,0.21973,0.057291999999999996,0.057291999999999996
000079.txt,0.23926,0.28026999999999996,0.057291999999999996,0.057291999999999996
000079.txt,0.24902,0.33496,0.057291999999999996,0.057291999999999996
000079.txt,0.31738,0.36621,0.057291999999999996,0.057291999999999996
000079.txt,0.2998,0.40723000000000004,0.057291999999999996,0.057291999999999996
000079.txt,0.31348000000000004,0.18848,0.057291999999999996,0.057291999999999996
000079.txt,0.3916,0.61426,0.057291999999999996,0.057291999999999996
000079.txt,0.45801000000000003,0.53613,0.057291999999999996,0.057291999999999996
000079.txt,0.48145,0.59082,0.057291999999999996,0.057291999999999996
000079.txt,0.41895,0.9111299999999999,0.057291999999999996,0.057291999999999996
000079.txt,0.4209,0.8486299999999999,0.057291999999999996,0.057291999999999996
000079.txt,0.44238,0.75098,0.057291999999999996,0.057291999999999996
000079.txt,0.47753999999999996,0.75879,0.057291999999999996,0.057291999999999996
000079.txt,0.50684,0.8408200000000001,0.057291999999999996,0.057291999999999996
000080.txt,0.60254,0.073242,0.057291999999999996,0.057291999999999996
000080.txt,0.55957,0.1416,0.057291999999999996,0.057291999999999996
000080.txt,0.59863,0.15527,0.057291999999999996,0.057291999999999996
000080.txt,0.64551,0.19434,0.057291999999999996,0.057291999999999996
000080.txt,0.50098,0.35938000000000003,0.057291999999999996,0.057291999999999996
000080.txt,0.52051,0.42676000000000003,0.057291999999999996,0.057291999999999996
000080.txt,0.6084,0.46581999999999996,0.057291999999999996,0.057291999999999996
000080.txt,0.60254,0.55469,0.057291999999999996,0.057291999999999996
000080.txt,0.58691,0.32715,0.057291999999999996,0.057291999999999996
000080.txt,0.69238,0.34473000000000004,0.057291999999999996,0.057291999999999996
000080.txt,0.78223,0.39355,0.057291999999999996,0.057291999999999996
000080.txt,0.80176,0.25879,0.057291999999999996,0.057291999999999996
000080.txt,0.80176,0.31348000000000004,0.057291999999999996,0.057291999999999996
000080.txt,0.3252,0.018555000000000002,0.057291999999999996,0.057291999999999996
000080.txt,0.21581999999999998,0.059570000000000005,0.057291999999999996,0.057291999999999996
000080.txt,0.23926,0.11815999999999999,0.057291999999999996,0.057291999999999996
000080.txt,0.25488,0.17870999999999998,0.057291999999999996,0.057291999999999996
000080.txt,0.26465,0.2334,0.057291999999999996,0.057291999999999996
000080.txt,0.33301,0.26465,0.057291999999999996,0.057291999999999996
000080.txt,0.31543000000000004,0.30566,0.057291999999999996,0.057291999999999996
000080.txt,0.3291,0.086914,0.057291999999999996,0.057291999999999996
000080.txt,0.40723000000000004,0.5127,0.057291999999999996,0.057291999999999996
000080.txt,0.47363,0.43456999999999996,0.057291999999999996,0.057291999999999996
000080.txt,0.49706999999999996,0.48926000000000003,0.057291999999999996,0.057291999999999996
000080.txt,0.43456999999999996,0.80957,0.057291999999999996,0.057291999999999996
000080.txt,0.43651999999999996,0.74707,0.057291999999999996,0.057291999999999996
000080.txt,0.45801000000000003,0.64941,0.057291999999999996,0.057291999999999996
000080.txt,0.49316000000000004,0.65723,0.057291999999999996,0.057291999999999996
000080.txt,0.52246,0.73926,0.057291999999999996,0.057291999999999996
000081.txt,0.5039100000000001,0.60938,0.057291999999999996,0.057291999999999996
000081.txt,0.65527,0.60938,0.057291999999999996,0.057291999999999996
000081.txt,0.42578,0.20898000000000003,0.057291999999999996,0.057291999999999996
000081.txt,0.41602,0.2666,0.057291999999999996,0.057291999999999996
000081.txt,0.44823999999999997,0.3125,0.057291999999999996,0.057291999999999996
000081.txt,0.48047,0.39258000000000004,0.057291999999999996,0.057291999999999996
000081.txt,0.5498,0.51563,0.057291999999999996,0.057291999999999996
000081.txt,0.51367,0.44628999999999996,0.057291999999999996,0.057291999999999996
000082.txt,0.83691,0.3291,0.057291999999999996,0.057291999999999996
000082.txt,0.9423799999999999,0.42676000000000003,0.057291999999999996,0.057291999999999996
000082.txt,0.71582,0.37206999999999996,0.057291999999999996,0.057291999999999996
000082.txt,0.71973,0.41895,0.057291999999999996,0.057291999999999996
000082.txt,0.79785,0.46875,0.057291999999999996,0.057291999999999996
000082.txt,0.6084,0.37988,0.057291999999999996,0.057291999999999996
000082.txt,0.60254,0.4209,0.057291999999999996,0.057291999999999996
000082.txt,0.54785,0.41895,0.057291999999999996,0.057291999999999996
000082.txt,0.41698999999999997,0.49121000000000004,0.057291999999999996,0.057291999999999996
000082.txt,0.086914,0.41503999999999996,0.057291999999999996,0.057291999999999996
000082.txt,0.12207,0.4502,0.057291999999999996,0.057291999999999996
000082.txt,0.1416,0.4873,0.057291999999999996,0.057291999999999996
000082.txt,0.20995999999999998,0.46973000000000004,0.057291999999999996,0.057291999999999996
000082.txt,0.37793000000000004,0.48926000000000003,0.057291999999999996,0.057291999999999996
000082.txt,0.56738,0.28223000000000004,0.057291999999999996,0.057291999999999996
000082.txt,0.56738,0.20801,0.057291999999999996,0.057291999999999996
000082.txt,0.66504,0.26465,0.057291999999999996,0.057291999999999996
000082.txt,0.37598000000000004,0.17285,0.057291999999999996,0.057291999999999996
000082.txt,0.30762,0.41895,0.057291999999999996,0.057291999999999996
000082.txt,0.31543000000000004,0.47558999999999996,0.057291999999999996,0.057291999999999996
000082.txt,0.37988,0.45703,0.057291999999999996,0.057291999999999996
000082.txt,0.34081999999999996,0.52441,0.057291999999999996,0.057291999999999996
000082.txt,0.51465,0.25098000000000004,0.057291999999999996,0.057291999999999996
000082.txt,0.70996,0.32129,0.057291999999999996,0.057291999999999996
000082.txt,0.72363,0.27051,0.057291999999999996,0.057291999999999996
000082.txt,0.49316000000000004,0.37793000000000004,0.057291999999999996,0.057291999999999996
000083.txt,0.40137,0.37598000000000004,0.057291999999999996,0.057291999999999996
000083.txt,0.34276999999999996,0.36816,0.057291999999999996,0.057291999999999996
000083.txt,0.50098,0.57324,0.057291999999999996,0.057291999999999996
000083.txt,0.40331999999999996,0.55762,0.057291999999999996,0.057291999999999996
000083.txt,0.34668000000000004,0.48926000000000003,0.057291999999999996,0.057291999999999996
000083.txt,0.36035,0.41308999999999996,0.057291999999999996,0.057291999999999996
000083.txt,0.46776999999999996,0.52051,0.057291999999999996,0.057291999999999996
000083.txt,0.49901999999999996,0.73926,0.057291999999999996,0.057291999999999996
000084.txt,0.73535,0.028319999999999998,0.057291999999999996,0.057291999999999996
000084.txt,0.64551,0.1748,0.057291999999999996,0.057291999999999996
000084.txt,0.6416,0.24511999999999998,0.057291999999999996,0.057291999999999996
000084.txt,0.58105,0.30371,0.057291999999999996,0.057291999999999996
000084.txt,0.61621,0.30956999999999996,0.057291999999999996,0.057291999999999996
000084.txt,0.66504,0.34668000000000004,0.057291999999999996,0.057291999999999996
000084.txt,0.56152,0.37012,0.057291999999999996,0.057291999999999996
000084.txt,0.56738,0.51855,0.057291999999999996,0.057291999999999996
000084.txt,0.52246,0.52051,0.057291999999999996,0.057291999999999996
000084.txt,0.54395,0.58105,0.057291999999999996,0.057291999999999996
000084.txt,0.60254,0.60059,0.057291999999999996,0.057291999999999996
000084.txt,0.62598,0.62598,0.057291999999999996,0.057291999999999996
000084.txt,0.61816,0.71387,0.057291999999999996,0.057291999999999996
000084.txt,0.71582,0.50684,0.057291999999999996,0.057291999999999996
000084.txt,0.68457,0.46387,0.057291999999999996,0.057291999999999996
000084.txt,0.65332,0.42871000000000004,0.057291999999999996,0.057291999999999996
000084.txt,0.64551,0.5498,0.057291999999999996,0.057291999999999996
000084.txt,0.46581999999999996,0.69629,0.057291999999999996,0.057291999999999996
000084.txt,0.42676000000000003,0.66895,0.057291999999999996,0.057291999999999996
000084.txt,0.50098,0.5918,0.057291999999999996,0.057291999999999996
000084.txt,0.5127,0.65137,0.057291999999999996,0.057291999999999996
000084.txt,0.46191000000000004,0.97754,0.057291999999999996,0.057291999999999996
000084.txt,0.45215,0.90527,0.057291999999999996,0.057291999999999996
000084.txt,0.33691,0.46387,0.057291999999999996,0.057291999999999996
000084.txt,0.35645,0.41991999999999996,0.057291999999999996,0.057291999999999996
000084.txt,0.29004,0.40137,0.057291999999999996,0.057291999999999996
000084.txt,0.31738,0.34863,0.057291999999999996,0.057291999999999996
000084.txt,0.27051,0.24120999999999998,0.057291999999999996,0.057291999999999996
000084.txt,0.23145,0.21386999999999998,0.057291999999999996,0.057291999999999996
000084.txt,0.34863,0.17870999999999998,0.057291999999999996,0.057291999999999996
000084.txt,0.34473000000000004,0.28125,0.057291999999999996,0.057291999999999996
000085.txt,0.72754,0.014648,0.057291999999999996,0.057291999999999996
000085.txt,0.6377,0.16113,0.057291999999999996,0.057291999999999996
000085.txt,0.63379,0.23145,0.057291999999999996,0.057291999999999996
000085.txt,0.57324,0.29004,0.057291999999999996,0.057291999999999996
000085.txt,0.6084,0.2959,0.057291999999999996,0.057291999999999996
000085.txt,0.65723,0.33301,0.057291999999999996,0.057291999999999996
000085.txt,0.55371,0.35645,0.057291999999999996,0.057291999999999996
000085.txt,0.55957,0.50488,0.057291999999999996,0.057291999999999996
000085.txt,0.51465,0.50684,0.057291999999999996,0.057291999999999996
000085.txt,0.53613,0.56738,0.057291999999999996,0.057291999999999996
000085.txt,0.59473,0.58691,0.057291999999999996,0.057291999999999996
000085.txt,0.61816,0.6123,0.057291999999999996,0.057291999999999996
000085.txt,0.61035,0.7002,0.057291999999999996,0.057291999999999996
000085.txt,0.70801,0.49316000000000004,0.057291999999999996,0.057291999999999996
000085.txt,0.67676,0.4502,0.057291999999999996,0.057291999999999996
000085.txt,0.64551,0.41503999999999996,0.057291999999999996,0.057291999999999996
000085.txt,0.6377,0.53613,0.057291999999999996,0.057291999999999996
000085.txt,0.45801000000000003,0.68262,0.057291999999999996,0.057291999999999996
000085.txt,0.41895,0.65527,0.057291999999999996,0.057291999999999996
000085.txt,0.49316000000000004,0.57813,0.057291999999999996,0.057291999999999996
000085.txt,0.50488,0.6377,0.057291999999999996,0.057291999999999996
000085.txt,0.4541,0.9638700000000001,0.057291999999999996,0.057291999999999996
000085.txt,0.44433999999999996,0.8916,0.057291999999999996,0.057291999999999996
000085.txt,0.3291,0.4502,0.057291999999999996,0.057291999999999996
000085.txt,0.34863,0.40625,0.057291999999999996,0.057291999999999996
000085.txt,0.28223000000000004,0.3877,0.057291999999999996,0.057291999999999996
000085.txt,0.30956999999999996,0.33496,0.057291999999999996,0.057291999999999996
000085.txt,0.2627,0.22754000000000002,0.057291999999999996,0.057291999999999996
000085.txt,0.22363000000000002,0.2002,0.057291999999999996,0.057291999999999996
000085.txt,0.34081999999999996,0.16504000000000002,0.057291999999999996,0.057291999999999996
000085.txt,0.33691,0.26758000000000004,0.057291999999999996,0.057291999999999996
000086.txt,0.64941,0.18945,0.057291999999999996,0.057291999999999996
000086.txt,0.7148399999999999,0.0625,0.057291999999999996,0.057291999999999996
000086.txt,0.7148399999999999,0.12891,0.057291999999999996,0.057291999999999996
000086.txt,0.56738,0.049805,0.057291999999999996,0.057291999999999996
000086.txt,0.73633,0.23633,0.057291999999999996,0.057291999999999996
000086.txt,0.5918,0.4082,0.057291999999999996,0.057291999999999996
000086.txt,0.6123,0.47461000000000003,0.057291999999999996,0.057291999999999996
000086.txt,0.69824,0.51367,0.057291999999999996,0.057291999999999996
000086.txt,0.6914100000000001,0.60156,0.057291999999999996,0.057291999999999996
000086.txt,0.41991999999999996,0.067383,0.057291999999999996,0.057291999999999996
000086.txt,0.43456999999999996,0.032227,0.057291999999999996,0.057291999999999996
000086.txt,0.58008,0.47266,0.057291999999999996,0.057291999999999996
000086.txt,0.41602,0.16797,0.057291999999999996,0.057291999999999996
000086.txt,0.58203,0.54102,0.057291999999999996,0.057291999999999996
000086.txt,0.53027,0.8632799999999999,0.057291999999999996,0.057291999999999996
000086.txt,0.5253899999999999,0.79688,0.057291999999999996,0.057291999999999996
000086.txt,0.54102,0.58203,0.057291999999999996,0.057291999999999996
000086.txt,0.50098,0.55371,0.057291999999999996,0.057291999999999996
000086.txt,0.4082,0.34961,0.057291999999999996,0.057291999999999996
000086.txt,0.34765999999999997,0.22949,0.057291999999999996,0.057291999999999996
000086.txt,0.36621,0.28613,0.057291999999999996,0.057291999999999996
000086.txt,0.30566,0.099609,0.057291999999999996,0.057291999999999996
000086.txt,0.31934,0.075195,0.057291999999999996,0.057291999999999996
000086.txt,0.27051,0.09765599999999999,0.057291999999999996,0.057291999999999996
000086.txt,0.27734000000000003,0.064453,0.057291999999999996,0.057291999999999996
000086.txt,0.54297,0.67285,0.057291999999999996,0.057291999999999996
000086.txt,0.5127,0.67188,0.057291999999999996,0.057291999999999996
000086.txt,0.47948999999999997,0.66992,0.057291999999999996,0.057291999999999996
000086.txt,0.38477,0.1377,0.057291999999999996,0.057291999999999996
000087.txt,0.55566,0.5498,0.057291999999999996,0.057291999999999996
000087.txt,0.52051,0.50684,0.057291999999999996,0.057291999999999996
000087.txt,0.51855,0.45801000000000003,0.057291999999999996,0.057291999999999996
000087.txt,0.32129,0.21386999999999998,0.057291999999999996,0.057291999999999996
000087.txt,0.35254,0.29785,0.057291999999999996,0.057291999999999996
000087.txt,0.23535,0.18457,0.057291999999999996,0.057291999999999996
000087.txt,0.55176,0.66113,0.057291999999999996,0.057291999999999996
000087.txt,0.55762,0.70313,0.057291999999999996,0.057291999999999996
000087.txt,0.5752,0.74707,0.057291999999999996,0.057291999999999996
000087.txt,0.59668,0.68457,0.057291999999999996,0.057291999999999996
000087.txt,0.65918,0.78906,0.057291999999999996,0.057291999999999996
000087.txt,0.70801,0.77637,0.057291999999999996,0.057291999999999996
000087.txt,0.52441,0.79395,0.057291999999999996,0.057291999999999996
000088.txt,0.052734,0.80957,0.057291999999999996,0.057291999999999996
000088.txt,0.1543,0.8886700000000001,0.057291999999999996,0.057291999999999996
000088.txt,0.14551,0.77637,0.057291999999999996,0.057291999999999996
000088.txt,0.24902,0.81738,0.057291999999999996,0.057291999999999996
000088.txt,0.28223000000000004,0.7666,0.057291999999999996,0.057291999999999996
000088.txt,0.2627,0.70898,0.057291999999999996,0.057291999999999996
000088.txt,0.30566,0.69922,0.057291999999999996,0.057291999999999996
000088.txt,0.33496,0.76758,0.057291999999999996,0.057291999999999996
000088.txt,0.31055,0.8085899999999999,0.057291999999999996,0.057291999999999996
000088.txt,0.36523,0.61816,0.057291999999999996,0.057291999999999996
000088.txt,0.38574,0.56934,0.057291999999999996,0.057291999999999996
000088.txt,0.45801000000000003,0.62988,0.057291999999999996,0.057291999999999996
000088.txt,0.53809,0.40918000000000004,0.057291999999999996,0.057291999999999996
000088.txt,0.5625,0.37305,0.057291999999999996,0.057291999999999996
000088.txt,0.60547,0.34668000000000004,0.057291999999999996,0.057291999999999996
000088.txt,0.5976600000000001,0.30859000000000003,0.057291999999999996,0.057291999999999996
000088.txt,0.53223,0.23535,0.057291999999999996,0.057291999999999996
000088.txt,0.58594,0.21191,0.057291999999999996,0.057291999999999996
000088.txt,0.36328,0.79883,0.057291999999999996,0.057291999999999996
000088.txt,0.43262,0.73633,0.057291999999999996,0.057291999999999996
000088.txt,0.48535,0.70117,0.057291999999999996,0.057291999999999996
000088.txt,0.48828,0.7441399999999999,0.057291999999999996,0.057291999999999996
000088.txt,0.52441,0.69434,0.057291999999999996,0.057291999999999996
000088.txt,0.6523399999999999,0.63867,0.057291999999999996,0.057291999999999996
000088.txt,0.7666,0.63477,0.057291999999999996,0.057291999999999996
000088.txt,0.80176,0.62305,0.057291999999999996,0.057291999999999996
000088.txt,0.8457,0.625,0.057291999999999996,0.057291999999999996
000088.txt,0.8945299999999999,0.71387,0.057291999999999996,0.057291999999999996
000089.txt,0.32227,0.15723,0.057291999999999996,0.057291999999999996
